"","Country","Year","Disease","Value"
"8089","Malawi",2019,"Alzheimer disease and other dementias",19.9
"8090","Malawi",2019,"Parkinson disease",4
"8091","Malawi",2019,"Epilepsy",2
"8092","Malawi",2019,"Multiple sclerosis",0.1
"8093","Malawi",2019,"Other neurological conditions",0.4
"8094","Malawi",2019,"Rheumatic heart disease",1.9
"8095","Malawi",2019,"Hypertensive heart disease",32.9
"8096","Malawi",2019,"Ischaemic heart disease",82.4
"8097","Malawi",2019,"Stroke",99.8
"8098","Malawi",2019,"Cardiomyopathy, myocarditis, endocarditis",4.3
"8099","Malawi",2019,"Other circulatory diseases",12.9
"8100","Malawi",2019,"Chronic obstructive pulmonary disease",23.1
"8101","Malawi",2019,"Asthma",9.7
"8102","Malawi",2019,"Other respiratory diseases",1.5
"8103","Malawi",2019,"Peptic ulcer disease",3.7
"8104","Malawi",2019,"Cirrhosis of the liver",43.2
"8105","Malawi",2019,"Appendicitis",0.9
"8106","Malawi",2019,"Gastritis and duodenitis",1.4
"8107","Malawi",2019,"Paralytic ileus and intestinal obstruction",6.2
"8108","Malawi",2019,"Inflammatory bowel disease",0.6
"8109","Malawi",2019,"Gallbladder and biliary diseases",4.2
"8110","Malawi",2019,"Pancreatitis",1.4
"8111","Malawi",2019,"Other digestive diseases",6.8
"8112","Malawi",2019,"Kidney diseases",23.9
"8113","Malawi",2019,"Urolithiasis",0.1
"8114","Malawi",2019,"Other urinary diseases",5.8
"8115","Malawi",2019,"Gynecological diseases",0
"8116","Malawi",2019,"Rheumatoid arthritis",0.5
"8117","Malawi",2019,"Other musculoskeletal disorders",0.5
"8118","Malawi",2019,"Neural tube defects",1.1
"8119","Malawi",2019,"Cleft lip and cleft palate",0
"8120","Malawi",2019,"Down syndrome",0.2
"8121","Malawi",2019,"Congenital heart anomalies",2
"8122","Malawi",2019,"Other chromosomal anomalies",0.2
"8123","Malawi",2019,"Other congenital anomalies",2.7
"8124","Malawi",2019,"Road injury",57.2
"8125","Malawi",2019,"Poisonings",2.5
"8126","Malawi",2019,"Falls",8.3
"8127","Malawi",2019,"Fire, heat and hot substances",2.9
"8128","Malawi",2019,"Drowning",2.2
"8129","Malawi",2019,"Exposure to mechanical forces",2.4
"8130","Malawi",2019,"Natural disasters",0.4
"8131","Malawi",2019,"Other unintentional injuries",10.1
"8132","Malawi",2019,"Self-harm",10.6
"8133","Malawi",2019,"Interpersonal violence",3.1
"8134","Malawi",2019,"Collective violence and legal intervention",0
"8135","Malaysia",2019,"Tuberculosis",3.9
"8136","Malaysia",2019,"STDs excluding HIV",0.1
"8137","Malaysia",2019,"HIV/AIDS",8.2
"8138","Malaysia",2019,"Diarrhoeal diseases",6.6
"8139","Malaysia",2019,"Childhood-cluster diseases",0.3
"8140","Malaysia",2019,"Meningitis",1
"8141","Malaysia",2019,"Encephalitis",1.5
"8142","Malaysia",2019,"Hepatitis",0.7
"8143","Malaysia",2019,"Parasitic and vector diseases",1
"8144","Malaysia",2019,"Intestinal nematode infections",0
"8145","Malaysia",2019,"Other infectious diseases",2.2
"8146","Malaysia",2019,"Lower respiratory infections",90.2
"8147","Malaysia",2019,"Upper respiratory infections",0
"8148","Malaysia",2019,"Otitis media",0
"8149","Malaysia",2019,"Preterm birth complications",2.6
"8150","Malaysia",2019,"Birth asphyxia and birth trauma",0.9
"8151","Malaysia",2019,"Neonatal sepsis and infections",0.5
"8152","Malaysia",2019,"Other neonatal conditions",0.7
"8153","Malaysia",2019,"Protein-energy malnutrition",1
"8154","Malaysia",2019,"Other nutritional deficiencies",0
"8155","Malaysia",2019,"Mouth and oropharynx cancers",6.3
"8156","Malaysia",2019,"Oesophagus cancer",1.5
"8157","Malaysia",2019,"Stomach cancer",5.4
"8158","Malaysia",2019,"Colon and rectum cancers",14.3
"8159","Malaysia",2019,"Liver cancer",7
"8160","Malaysia",2019,"Pancreas cancer",3.6
"8161","Malaysia",2019,"Trachea, bronchus, lung cancers",15.3
"8162","Malaysia",2019,"Melanoma and other skin cancers",0.9
"8163","Malaysia",2019,"Breast cancer",10.3
"8164","Malaysia",2019,"Cervix uteri cancer",3.5
"8165","Malaysia",2019,"Corpus uteri cancer",1.2
"8166","Malaysia",2019,"Ovary cancer",2.8
"8167","Malaysia",2019,"Prostate cancer",3.6
"8168","Malaysia",2019,"Testicular cancer",0
"8169","Malaysia",2019,"Kidney cancer",2
"8170","Malaysia",2019,"Bladder cancer",1.8
"8171","Malaysia",2019,"Brain and nervous system cancers",2.3
"8172","Malaysia",2019,"Gallbladder and biliary tract cancer",1.1
"8173","Malaysia",2019,"Larynx cancer",0.9
"8174","Malaysia",2019,"Thyroid cancer",0.4
"8175","Malaysia",2019,"Mesothelioma",0
"8176","Malaysia",2019,"Lymphomas, multiple myeloma",4.5
"8177","Malaysia",2019,"Leukaemia",4.6
"8178","Malaysia",2019,"Other malignant neoplasms",6.9
"8179","Malaysia",2019,"Thalassaemias",0.1
"8180","Malaysia",2019,"Sickle cell disorders and trait",0
"8181","Malaysia",2019,"Other haemoglobinopathies and haemolytic anaemias",0.7
"8182","Malaysia",2019,"Other endocrine, blood and immune disorders",2.1
"8183","Malaysia",2019,"Alcohol use disorders",0.6
"8184","Malaysia",2019,"Drug use disorders",1.1
"8185","Malaysia",2019,"Eating disorders",0
"8186","Malaysia",2019,"Alzheimer disease and other dementias",17
"8187","Malaysia",2019,"Parkinson disease",4.5
"8188","Malaysia",2019,"Epilepsy",0.7
"8189","Malaysia",2019,"Multiple sclerosis",0.1
"8190","Malaysia",2019,"Other neurological conditions",0.7
"8191","Malaysia",2019,"Rheumatic heart disease",0.8
"8192","Malaysia",2019,"Hypertensive heart disease",2.4
"8193","Malaysia",2019,"Ischaemic heart disease",136.2
"8194","Malaysia",2019,"Stroke",81.6
"8195","Malaysia",2019,"Cardiomyopathy, myocarditis, endocarditis",4.2
"8196","Malaysia",2019,"Other circulatory diseases",12.1
"8197","Malaysia",2019,"Chronic obstructive pulmonary disease",25.9
"8198","Malaysia",2019,"Asthma",3.6
"8199","Malaysia",2019,"Other respiratory diseases",1.6
"8200","Malaysia",2019,"Peptic ulcer disease",5.6
"8201","Malaysia",2019,"Cirrhosis of the liver",17.9
"8202","Malaysia",2019,"Appendicitis",0.3
"8203","Malaysia",2019,"Gastritis and duodenitis",0.1
"8204","Malaysia",2019,"Paralytic ileus and intestinal obstruction",5.2
"8205","Malaysia",2019,"Inflammatory bowel disease",0.2
"8206","Malaysia",2019,"Gallbladder and biliary diseases",3.4
"8207","Malaysia",2019,"Pancreatitis",2.4
"8208","Malaysia",2019,"Other digestive diseases",5
"8209","Malaysia",2019,"Kidney diseases",24.2
"8210","Malaysia",2019,"Urolithiasis",0.1
"8211","Malaysia",2019,"Other urinary diseases",11.4
"8212","Malaysia",2019,"Gynecological diseases",0
"8213","Malaysia",2019,"Rheumatoid arthritis",0.1
"8214","Malaysia",2019,"Other musculoskeletal disorders",1
"8215","Malaysia",2019,"Neural tube defects",0.3
"8216","Malaysia",2019,"Cleft lip and cleft palate",0
"8217","Malaysia",2019,"Down syndrome",0.1
"8218","Malaysia",2019,"Congenital heart anomalies",1.8
"8219","Malaysia",2019,"Other chromosomal anomalies",0.6
"8220","Malaysia",2019,"Other congenital anomalies",1.3
"8221","Malaysia",2019,"Road injury",22.8
"8222","Malaysia",2019,"Poisonings",0.7
"8223","Malaysia",2019,"Falls",6.8
"8224","Malaysia",2019,"Fire, heat and hot substances",1.2
"8225","Malaysia",2019,"Drowning",2.6
"8226","Malaysia",2019,"Exposure to mechanical forces",0.7
"8227","Malaysia",2019,"Natural disasters",0
"8228","Malaysia",2019,"Other unintentional injuries",7.4
"8229","Malaysia",2019,"Self-harm",5.8
"8230","Malaysia",2019,"Interpersonal violence",2.6
"8231","Malaysia",2019,"Collective violence and legal intervention",0
"8232","Maldives",2019,"Tuberculosis",4.4
"8233","Maldives",2019,"STDs excluding HIV",0.1
"8234","Maldives",2019,"Diarrhoeal diseases",4.2
"8235","Maldives",2019,"Childhood-cluster diseases",0.2
"8236","Maldives",2019,"Meningitis",0.3
"8237","Maldives",2019,"Encephalitis",0.8
"8238","Maldives",2019,"Hepatitis",0.1
"8239","Maldives",2019,"Parasitic and vector diseases",1.5
"8240","Maldives",2019,"Intestinal nematode infections",0
"8241","Maldives",2019,"Other infectious diseases",0.5
"8242","Maldives",2019,"Lower respiratory infections",11.6
"8243","Maldives",2019,"Upper respiratory infections",0
"8244","Maldives",2019,"Otitis media",0
"8245","Maldives",2019,"Preterm birth complications",2.9
"8246","Maldives",2019,"Birth asphyxia and birth trauma",1
"8247","Maldives",2019,"Neonatal sepsis and infections",0.4
"8248","Maldives",2019,"Other neonatal conditions",0.7
"8249","Maldives",2019,"Protein-energy malnutrition",1
"8250","Maldives",2019,"Other nutritional deficiencies",0.5
"8251","Maldives",2019,"Mouth and oropharynx cancers",4.3
"8252","Maldives",2019,"Oesophagus cancer",0
"8253","Maldives",2019,"Stomach cancer",0.4
"8254","Maldives",2019,"Colon and rectum cancers",7.7
"8255","Maldives",2019,"Liver cancer",9.2
"8256","Maldives",2019,"Pancreas cancer",1.4
"8257","Maldives",2019,"Trachea, bronchus, lung cancers",13.1
"8258","Maldives",2019,"Melanoma and other skin cancers",0
"8259","Maldives",2019,"Breast cancer",8.5
"8260","Maldives",2019,"Cervix uteri cancer",7.1
"8261","Maldives",2019,"Corpus uteri cancer",0.8
"8262","Maldives",2019,"Ovary cancer",3.2
"8263","Maldives",2019,"Prostate cancer",4.4
"8264","Maldives",2019,"Testicular cancer",0
"8265","Maldives",2019,"Kidney cancer",0
"8266","Maldives",2019,"Bladder cancer",2
"8267","Maldives",2019,"Brain and nervous system cancers",0.3
"8268","Maldives",2019,"Gallbladder and biliary tract cancer",0
"8269","Maldives",2019,"Larynx cancer",0
"8270","Maldives",2019,"Thyroid cancer",0
"8271","Maldives",2019,"Mesothelioma",0
"8272","Maldives",2019,"Lymphomas, multiple myeloma",2.6
"8273","Maldives",2019,"Leukaemia",2.9
"8274","Maldives",2019,"Other malignant neoplasms",10.8
"8275","Maldives",2019,"Thalassaemias",0.3
"8276","Maldives",2019,"Sickle cell disorders and trait",0
"8277","Maldives",2019,"Other haemoglobinopathies and haemolytic anaemias",1.2
"8278","Maldives",2019,"Other endocrine, blood and immune disorders",5.3
"8279","Maldives",2019,"Alcohol use disorders",0.2
"8280","Maldives",2019,"Drug use disorders",0.5
"8281","Maldives",2019,"Eating disorders",0
"8282","Maldives",2019,"Alzheimer disease and other dementias",18.3
"8283","Maldives",2019,"Parkinson disease",4.4
"8284","Maldives",2019,"Epilepsy",1.1
"8285","Maldives",2019,"Multiple sclerosis",0.1
"8286","Maldives",2019,"Other neurological conditions",0.7
"8287","Maldives",2019,"Rheumatic heart disease",1
"8288","Maldives",2019,"Hypertensive heart disease",6.2
"8289","Maldives",2019,"Ischaemic heart disease",103.5
"8290","Maldives",2019,"Stroke",53
"8291","Maldives",2019,"Cardiomyopathy, myocarditis, endocarditis",1.7
"8292","Maldives",2019,"Other circulatory diseases",9.9
"8293","Maldives",2019,"Chronic obstructive pulmonary disease",34.7
"8294","Maldives",2019,"Asthma",3.6
"8295","Maldives",2019,"Other respiratory diseases",6.5
"8296","Maldives",2019,"Peptic ulcer disease",1.3
"8297","Maldives",2019,"Cirrhosis of the liver",7.8
"8298","Maldives",2019,"Appendicitis",0
"8299","Maldives",2019,"Gastritis and duodenitis",0
"8300","Maldives",2019,"Paralytic ileus and intestinal obstruction",1.3
"8301","Maldives",2019,"Inflammatory bowel disease",0.2
"8302","Maldives",2019,"Gallbladder and biliary diseases",0.4
"8303","Maldives",2019,"Pancreatitis",0.4
"8304","Maldives",2019,"Other digestive diseases",1.8
"8305","Maldives",2019,"Kidney diseases",29
"8306","Maldives",2019,"Urolithiasis",0
"8307","Maldives",2019,"Other urinary diseases",2.5
"8308","Maldives",2019,"Gynecological diseases",0.2
"8309","Maldives",2019,"Rheumatoid arthritis",0.1
"8310","Maldives",2019,"Other musculoskeletal disorders",0.4
"8311","Maldives",2019,"Neural tube defects",0.2
"8312","Maldives",2019,"Cleft lip and cleft palate",0
"8313","Maldives",2019,"Down syndrome",0.5
"8314","Maldives",2019,"Congenital heart anomalies",1.8
"8315","Maldives",2019,"Other chromosomal anomalies",0.4
"8316","Maldives",2019,"Other congenital anomalies",1.3
"8317","Maldives",2019,"Road injury",1.9
"8318","Maldives",2019,"Poisonings",0.1
"8319","Maldives",2019,"Falls",5.8
"8320","Maldives",2019,"Fire, heat and hot substances",1
"8321","Maldives",2019,"Drowning",3.2
"8322","Maldives",2019,"Exposure to mechanical forces",0.6
"8323","Maldives",2019,"Other unintentional injuries",4.2
"8324","Maldives",2019,"Self-harm",2.8
"8325","Maldives",2019,"Interpersonal violence",1.9
"8326","Maldives",2019,"Collective violence and legal intervention",0
"8327","Mali",2019,"Tuberculosis",12.8
"8328","Mali",2019,"STDs excluding HIV",1.5
"8329","Mali",2019,"HIV/AIDS",37.7
"8330","Mali",2019,"Diarrhoeal diseases",97.7
"8331","Mali",2019,"Childhood-cluster diseases",8
"8332","Mali",2019,"Meningitis",21.4
"8333","Mali",2019,"Encephalitis",1.2
"8334","Mali",2019,"Hepatitis",3.2
"8335","Mali",2019,"Parasitic and vector diseases",42.6
"8336","Mali",2019,"Intestinal nematode infections",0.2
"8337","Mali",2019,"Other infectious diseases",16.3
"8338","Mali",2019,"Lower respiratory infections",69.1
"8339","Mali",2019,"Upper respiratory infections",0.2
"8340","Mali",2019,"Otitis media",0
"8341","Mali",2019,"Preterm birth complications",13.2
"8342","Mali",2019,"Birth asphyxia and birth trauma",12.4
"8343","Mali",2019,"Neonatal sepsis and infections",7
"8344","Mali",2019,"Other neonatal conditions",1.2
"8345","Mali",2019,"Protein-energy malnutrition",35.7
"8346","Mali",2019,"Other nutritional deficiencies",2.7
"8347","Mali",2019,"Mouth and oropharynx cancers",3.3
"8348","Mali",2019,"Oesophagus cancer",1.9
"8349","Mali",2019,"Stomach cancer",13.4
"8350","Mali",2019,"Colon and rectum cancers",9.6
"8351","Mali",2019,"Liver cancer",6.5
"8352","Mali",2019,"Pancreas cancer",3.8
"8353","Mali",2019,"Trachea, bronchus, lung cancers",3.8
"8354","Mali",2019,"Melanoma and other skin cancers",2.7
"8355","Mali",2019,"Breast cancer",10.1
"8356","Mali",2019,"Cervix uteri cancer",20.7
"8357","Mali",2019,"Corpus uteri cancer",1.1
"8358","Mali",2019,"Ovary cancer",2.2
"8359","Mali",2019,"Prostate cancer",7.1
"8360","Mali",2019,"Testicular cancer",0.4
"8361","Mali",2019,"Kidney cancer",2.1
"8362","Mali",2019,"Bladder cancer",5.6
"8363","Mali",2019,"Brain and nervous system cancers",0.7
"8364","Mali",2019,"Gallbladder and biliary tract cancer",0.7
"8365","Mali",2019,"Larynx cancer",0.9
"8366","Mali",2019,"Thyroid cancer",0.8
"8367","Mali",2019,"Mesothelioma",0.1
"8368","Mali",2019,"Lymphomas, multiple myeloma",3
"8369","Mali",2019,"Leukaemia",1.5
"8370","Mali",2019,"Other malignant neoplasms",18
"8371","Mali",2019,"Thalassaemias",0
"8372","Mali",2019,"Sickle cell disorders and trait",4.4
"8373","Mali",2019,"Other haemoglobinopathies and haemolytic anaemias",1.4
"8374","Mali",2019,"Other endocrine, blood and immune disorders",1.4
"8375","Mali",2019,"Alcohol use disorders",1
"8376","Mali",2019,"Drug use disorders",1.3
"8377","Mali",2019,"Eating disorders",0
"8378","Mali",2019,"Alzheimer disease and other dementias",19.9
"8379","Mali",2019,"Parkinson disease",5.2
"8380","Mali",2019,"Epilepsy",2.9
"8381","Mali",2019,"Multiple sclerosis",0.2
"8382","Mali",2019,"Other neurological conditions",0.8
"8383","Mali",2019,"Rheumatic heart disease",3.3
"8384","Mali",2019,"Hypertensive heart disease",21.2
"8385","Mali",2019,"Ischaemic heart disease",106.9
"8386","Mali",2019,"Stroke",101.4
"8387","Mali",2019,"Cardiomyopathy, myocarditis, endocarditis",6.7
"8388","Mali",2019,"Other circulatory diseases",16.1
"8389","Mali",2019,"Chronic obstructive pulmonary disease",31.7
"8390","Mali",2019,"Asthma",20
"8391","Mali",2019,"Other respiratory diseases",2.5
"8392","Mali",2019,"Peptic ulcer disease",8
"8393","Mali",2019,"Cirrhosis of the liver",32.8
"8394","Mali",2019,"Appendicitis",0.6
"8395","Mali",2019,"Gastritis and duodenitis",0.7
"8396","Mali",2019,"Paralytic ileus and intestinal obstruction",7.9
"8397","Mali",2019,"Inflammatory bowel disease",0.4
"8398","Mali",2019,"Gallbladder and biliary diseases",2.7
"8399","Mali",2019,"Pancreatitis",3.5
"8400","Mali",2019,"Other digestive diseases",4.4
"8401","Mali",2019,"Kidney diseases",29.2
"8402","Mali",2019,"Urolithiasis",0.1
"8403","Mali",2019,"Other urinary diseases",5
"8404","Mali",2019,"Gynecological diseases",0.1
"8405","Mali",2019,"Rheumatoid arthritis",0.3
"8406","Mali",2019,"Other musculoskeletal disorders",0.5
"8407","Mali",2019,"Neural tube defects",2.4
"8408","Mali",2019,"Cleft lip and cleft palate",0
"8409","Mali",2019,"Down syndrome",0.4
"8410","Mali",2019,"Congenital heart anomalies",2
"8411","Mali",2019,"Other chromosomal anomalies",0.3
"8412","Mali",2019,"Other congenital anomalies",3.1
"8413","Mali",2019,"Road injury",29.5
"8414","Mali",2019,"Poisonings",2.9
"8415","Mali",2019,"Falls",10.9
"8416","Mali",2019,"Fire, heat and hot substances",4.4
"8417","Mali",2019,"Drowning",3.8
"8418","Mali",2019,"Exposure to mechanical forces",3.1
"8419","Mali",2019,"Other unintentional injuries",13.7
"8420","Mali",2019,"Self-harm",8
"8421","Mali",2019,"Interpersonal violence",12.8
"8422","Mali",2019,"Collective violence and legal intervention",5.8
"8423","Malta",2019,"Tuberculosis",0.1
"8424","Malta",2019,"STDs excluding HIV",0
"8425","Malta",2019,"HIV/AIDS",0.7
"8426","Malta",2019,"Diarrhoeal diseases",0.1
"8427","Malta",2019,"Childhood-cluster diseases",0
"8428","Malta",2019,"Meningitis",0.3
"8429","Malta",2019,"Encephalitis",0
"8430","Malta",2019,"Hepatitis",0.3
"8431","Malta",2019,"Parasitic and vector diseases",0
"8432","Malta",2019,"Other infectious diseases",2.1
"8433","Malta",2019,"Lower respiratory infections",16.3
"8434","Malta",2019,"Upper respiratory infections",0.1
"8435","Malta",2019,"Otitis media",0
"8436","Malta",2019,"Preterm birth complications",3.7
"8437","Malta",2019,"Birth asphyxia and birth trauma",0.9
"8438","Malta",2019,"Neonatal sepsis and infections",0.1
"8439","Malta",2019,"Other neonatal conditions",0.1
"8440","Malta",2019,"Protein-energy malnutrition",0
"8441","Malta",2019,"Iron-deficiency anaemia",0.2
"8442","Malta",2019,"Other nutritional deficiencies",0
"8443","Malta",2019,"Mouth and oropharynx cancers",2.9
"8444","Malta",2019,"Oesophagus cancer",2
"8445","Malta",2019,"Stomach cancer",4.8
"8446","Malta",2019,"Colon and rectum cancers",14.2
"8447","Malta",2019,"Liver cancer",3.6
"8448","Malta",2019,"Pancreas cancer",9.5
"8449","Malta",2019,"Trachea, bronchus, lung cancers",20.4
"8450","Malta",2019,"Melanoma and other skin cancers",1.5
"8451","Malta",2019,"Breast cancer",9.2
"8452","Malta",2019,"Cervix uteri cancer",0.7
"8453","Malta",2019,"Corpus uteri cancer",2
"8454","Malta",2019,"Ovary cancer",3.9
"8455","Malta",2019,"Prostate cancer",4.6
"8456","Malta",2019,"Testicular cancer",0.3
"8457","Malta",2019,"Kidney cancer",3.1
"8458","Malta",2019,"Bladder cancer",3
"8459","Malta",2019,"Brain and nervous system cancers",3.2
"8460","Malta",2019,"Gallbladder and biliary tract cancer",0.9
"8461","Malta",2019,"Larynx cancer",0.8
"8462","Malta",2019,"Thyroid cancer",0.5
"8463","Malta",2019,"Mesothelioma",0.8
"8464","Malta",2019,"Lymphomas, multiple myeloma",5.3
"8465","Malta",2019,"Leukaemia",3.1
"8466","Malta",2019,"Other malignant neoplasms",3.7
"8467","Malta",2019,"Thalassaemias",0
"8468","Malta",2019,"Sickle cell disorders and trait",0
"8469","Malta",2019,"Other haemoglobinopathies and haemolytic anaemias",0.3
"8470","Malta",2019,"Other endocrine, blood and immune disorders",2.3
"8471","Malta",2019,"Bipolar disorder",0
"8472","Malta",2019,"Schizophrenia",0.1
"8473","Malta",2019,"Alcohol use disorders",0.4
"8474","Malta",2019,"Drug use disorders",1.4
"8475","Malta",2019,"Alzheimer disease and other dementias",15.5
"8476","Malta",2019,"Parkinson disease",3.8
"8477","Malta",2019,"Epilepsy",0.5
"8478","Malta",2019,"Multiple sclerosis",0.4
"8479","Malta",2019,"Other neurological conditions",4.8
"8480","Malta",2019,"Rheumatic heart disease",0.2
"8481","Malta",2019,"Hypertensive heart disease",2.6
"8482","Malta",2019,"Ischaemic heart disease",74.8
"8483","Malta",2019,"Stroke",24.1
"8484","Malta",2019,"Cardiomyopathy, myocarditis, endocarditis",2.8
"8485","Malta",2019,"Other circulatory diseases",11.3
"8486","Malta",2019,"Chronic obstructive pulmonary disease",10.5
"8487","Malta",2019,"Asthma",0.7
"8488","Malta",2019,"Other respiratory diseases",7.8
"8489","Malta",2019,"Peptic ulcer disease",0.7
"8490","Malta",2019,"Cirrhosis of the liver",2.7
"8491","Malta",2019,"Appendicitis",0
"8492","Malta",2019,"Gastritis and duodenitis",0.1
"8493","Malta",2019,"Paralytic ileus and intestinal obstruction",0.7
"8494","Malta",2019,"Inflammatory bowel disease",0.6
"8495","Malta",2019,"Gallbladder and biliary diseases",1.2
"8496","Malta",2019,"Pancreatitis",0.3
"8497","Malta",2019,"Other digestive diseases",4.8
"8498","Malta",2019,"Kidney diseases",6.7
"8499","Malta",2019,"Benign prostatic hyperplasia",0.2
"8500","Malta",2019,"Urolithiasis",0
"8501","Malta",2019,"Other urinary diseases",3.9
"8502","Malta",2019,"Rheumatoid arthritis",0.2
"8503","Malta",2019,"Osteoarthritis",0.1
"8504","Malta",2019,"Back and neck pain",0
"8505","Malta",2019,"Other musculoskeletal disorders",1.1
"8506","Malta",2019,"Neural tube defects",0.3
"8507","Malta",2019,"Cleft lip and cleft palate",0
"8508","Malta",2019,"Down syndrome",0.5
"8509","Malta",2019,"Congenital heart anomalies",1.3
"8510","Malta",2019,"Other chromosomal anomalies",1
"8511","Malta",2019,"Other congenital anomalies",2
"8512","Malta",2019,"Road injury",3.4
"8513","Malta",2019,"Poisonings",0.1
"8514","Malta",2019,"Falls",4.5
"8515","Malta",2019,"Fire, heat and hot substances",0.1
"8516","Malta",2019,"Drowning",0.4
"8517","Malta",2019,"Exposure to mechanical forces",0.4
"8518","Malta",2019,"Other unintentional injuries",2.1
"8519","Malta",2019,"Self-harm",5.3
"8520","Malta",2019,"Interpersonal violence",0.9
"8521","Malta",2019,"Collective violence and legal intervention",0.3
"8522","Mauritania",2019,"Tuberculosis",24.1
"8523","Mauritania",2019,"STDs excluding HIV",2.3
"8524","Mauritania",2019,"HIV/AIDS",7.2
"8525","Mauritania",2019,"Diarrhoeal diseases",44.1
"8526","Mauritania",2019,"Childhood-cluster diseases",8.3
"8527","Mauritania",2019,"Meningitis",8.2
"8528","Mauritania",2019,"Encephalitis",0.8
"8529","Mauritania",2019,"Hepatitis",1
"8530","Mauritania",2019,"Parasitic and vector diseases",45.2
"8531","Mauritania",2019,"Intestinal nematode infections",0
"8532","Mauritania",2019,"Other infectious diseases",5.6
"8533","Mauritania",2019,"Lower respiratory infections",84.5
"8534","Mauritania",2019,"Upper respiratory infections",0.1
"8535","Mauritania",2019,"Otitis media",0
"8536","Mauritania",2019,"Preterm birth complications",15.9
"8537","Mauritania",2019,"Birth asphyxia and birth trauma",9.9
"8538","Mauritania",2019,"Neonatal sepsis and infections",6.8
"8539","Mauritania",2019,"Other neonatal conditions",1.3
"8540","Mauritania",2019,"Protein-energy malnutrition",13.9
"8541","Mauritania",2019,"Other nutritional deficiencies",0.8
"8542","Mauritania",2019,"Mouth and oropharynx cancers",2
"8543","Mauritania",2019,"Oesophagus cancer",1.3
"8544","Mauritania",2019,"Stomach cancer",6
"8545","Mauritania",2019,"Colon and rectum cancers",5.3
"8546","Mauritania",2019,"Liver cancer",12.8
"8547","Mauritania",2019,"Pancreas cancer",1.7
"8548","Mauritania",2019,"Trachea, bronchus, lung cancers",2.8
"8549","Mauritania",2019,"Melanoma and other skin cancers",2.4
"8550","Mauritania",2019,"Breast cancer",7.9
"8551","Mauritania",2019,"Cervix uteri cancer",14.9
"8552","Mauritania",2019,"Corpus uteri cancer",0.8
"8553","Mauritania",2019,"Ovary cancer",1.8
"8554","Mauritania",2019,"Prostate cancer",7.5
"8555","Mauritania",2019,"Testicular cancer",0.1
"8556","Mauritania",2019,"Kidney cancer",0.6
"8557","Mauritania",2019,"Bladder cancer",2.1
"8558","Mauritania",2019,"Brain and nervous system cancers",0.5
"8559","Mauritania",2019,"Gallbladder and biliary tract cancer",0.5
"8560","Mauritania",2019,"Larynx cancer",0.7
"8561","Mauritania",2019,"Thyroid cancer",0.3
"8562","Mauritania",2019,"Mesothelioma",0
"8563","Mauritania",2019,"Lymphomas, multiple myeloma",2.7
"8564","Mauritania",2019,"Leukaemia",0.7
"8565","Mauritania",2019,"Other malignant neoplasms",9.7
"8566","Mauritania",2019,"Thalassaemias",0.1
"8567","Mauritania",2019,"Sickle cell disorders and trait",1.8
"8568","Mauritania",2019,"Other haemoglobinopathies and haemolytic anaemias",0.7
"8569","Mauritania",2019,"Other endocrine, blood and immune disorders",1.8
"8570","Mauritania",2019,"Alcohol use disorders",0.7
"8571","Mauritania",2019,"Drug use disorders",2.7
"8572","Mauritania",2019,"Eating disorders",0
"8573","Mauritania",2019,"Alzheimer disease and other dementias",19.8
"8574","Mauritania",2019,"Parkinson disease",4.9
"8575","Mauritania",2019,"Epilepsy",2
"8576","Mauritania",2019,"Multiple sclerosis",0.2
"8577","Mauritania",2019,"Other neurological conditions",0.7
"8578","Mauritania",2019,"Rheumatic heart disease",1.5
"8579","Mauritania",2019,"Hypertensive heart disease",16.1
"8580","Mauritania",2019,"Ischaemic heart disease",97.6
"8581","Mauritania",2019,"Stroke",74.4
"8582","Mauritania",2019,"Cardiomyopathy, myocarditis, endocarditis",4.9
"8583","Mauritania",2019,"Other circulatory diseases",12.9
"8584","Mauritania",2019,"Chronic obstructive pulmonary disease",16.3
"8585","Mauritania",2019,"Asthma",8.6
"8586","Mauritania",2019,"Other respiratory diseases",1.1
"8587","Mauritania",2019,"Peptic ulcer disease",4.3
"8588","Mauritania",2019,"Cirrhosis of the liver",25.9
"8589","Mauritania",2019,"Appendicitis",0.4
"8590","Mauritania",2019,"Gastritis and duodenitis",0.4
"8591","Mauritania",2019,"Paralytic ileus and intestinal obstruction",6.2
"8592","Mauritania",2019,"Inflammatory bowel disease",0.4
"8593","Mauritania",2019,"Gallbladder and biliary diseases",1.7
"8594","Mauritania",2019,"Pancreatitis",2.2
"8595","Mauritania",2019,"Other digestive diseases",3.7
"8596","Mauritania",2019,"Kidney diseases",28.7
"8597","Mauritania",2019,"Urolithiasis",0.1
"8598","Mauritania",2019,"Other urinary diseases",4.1
"8599","Mauritania",2019,"Gynecological diseases",0.1
"8600","Mauritania",2019,"Rheumatoid arthritis",0.3
"8601","Mauritania",2019,"Other musculoskeletal disorders",0.6
"8602","Mauritania",2019,"Neural tube defects",1.8
"8603","Mauritania",2019,"Cleft lip and cleft palate",0
"8604","Mauritania",2019,"Down syndrome",0.5
"8605","Mauritania",2019,"Congenital heart anomalies",1.8
"8606","Mauritania",2019,"Other chromosomal anomalies",0.4
"8607","Mauritania",2019,"Other congenital anomalies",2.8
"8608","Mauritania",2019,"Road injury",31.9
"8609","Mauritania",2019,"Poisonings",1.5
